DateValid;DISCIPLINE;ASSO_NOM;DECLARATION EN PREFECTURE;AGREMENT JEUNESSE & SPORTS;AFFILIATION FEDERALE;COMPLEMENT;EXTENSION;PERS_INTERNET;QUARTIERS;COMPLEXE;UNITE FONCTIONNELLE;NUMERO;RUE_LIBELLE;UF_CP;UF_Commune;0-3ans;3-6ans;6-12ans;12-15ans;juniors16-20ans;adultes;séniors;handicapés;corpo;geolocalisation
02/05/2013 16:58:00;CANYONISME;JACUZZI;;;;;RUE;www.canyonjacuzzi.com;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.604268, 1.441019
15/01/2009 10:40:28;ESCALADE;ESCAPADE CLUB;13823.0;31AS349;31018.0;;ZI de Montaudran;escapadeclub.net;Mirail Université;COSEC MIRAIL;COSEC DU MIRAIL;6;Rue Ferdinand Laulanie;31100.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.616859, 1.421328
09/09/2011 17:42:32;ESCALADE;LOISIRS ET MONTAGNE;;;;;;;;;;;;;;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
15/02/2011 17:09:45;randonnée;ASSOCIATION PYRENEES CLUB;W313004198;31AS105;31014.0;;;www.pyrenees-club.asso.fr;;Extérieurs de Toulouse;Les Pyrénées;;;;Dans les Pyrénées;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
31/03/2009 11:11:58;randonnée;CLUB ALPIN FRANCAIS DE TOULOUSE;;;3100.0;;;caftoulouse.free.fr;;Extérieurs de Toulouse;Les Pyrénées;;;;Dans les Pyrénées;Non;Non;Non;Non;Non;Oui;Oui;Oui;Non;43.604268, 1.441019
10/03/2011 14:41:04;motocyclisme;TOULOUSE TRIAL CLUB;;;;;;www.toulouse.trial.club.free.fr;Zones d'activités sud;PISTE MOTO ROUTIERE CANDIE;PISTE MOTOCYCLISTE DE CANDIE;;Chemin de la Saudrune;31100.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.635199, 1.454024
15/10/2012 16:42:14;BOXE THAILANDAISE / MUAY THAI;BALMA SAINT EXUPERY 31;;;;;;www.bse31.com;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
24/03/2009 16:59:51;BOXE THAILANDAISE / MUAY THAI;ROYAL BOXING;4.18698570001e+12;31AS1446;100186.0;;;www.royalnaresuanboxing.com;Patte d'Oie;COMPLEXE PRIVÉ;Royal Naresuan Boxing;20;Rue Adolphe Coll;31300.0;Toulouse;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.598025, 1.424785
25/02/2011 16:31:09;éveil aquatique;BEBES DAUPHINS TOULOUSAINS;W313003093;31AS546;135072.0;Complexe Sportif Léo Lagrange;;www.bbdt31.org;Bellefontaine;ALBAN MINVILLE;PISCINE ALBAN MINVILLE;63;Allée de Bellefontaine;31100.0;TOULOUSE;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;43.608085, 1.426837
13/02/2009 15:31:46;NATATION;INSTITUT GYMNIQUE DE TOULOUSE;8843.0;31590.0;240313510.0;;;;Rangueil - CHR - Facultés;ZONE VERTE DE PECH DAVID;PISCINE PECH DAVID;82;Chemin des côtes de Pech David;31400.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.614954, 1.499982
11/02/2011 16:05:16;NATATION;STADE TOULOUSAIN NATATION;;;;;;www.stadetoulousainnatation.fr;;;;;;;;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;43.604268, 1.441019
02/08/2007 14:43:42;NATATION;TAC - Toulouse Athlétic Club;;;240310335.0;;;;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;PISCINE LEO LAGRANGE;4;Place Pierre-Paul Riquet;31000.0;TOULOUSE;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.633748, 1.44783
18/02/2011 15:38:53;DANSE DE SALON / DANSE PAR COUPLES;ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN;;;;;;www.ascm-montaudran.com;La Terrasse;SALLE POLYVALENTE CORRAZE;SALLE POLYVALENTE CORRAZE;1;Rue Raymond Corraze;;TOULOUSE;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.573856, 1.486604
24/03/2011 13:49:32;DANSE DE SALON / DANSE PAR COUPLES;CLUB STUDIO DUO DANSES;5885.0;19533.0;;;;www.studioduodanses.com;Croix Daurade;COMPLEXE PRIVÉ;club studio duo danses;52;Rue d' Avranches;;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.633079, 1.466023
25/07/2007 16:32:00;DANSE DE SALON / DANSE PAR COUPLES;ETOILE TOULOUSAINE;;;312065.0;;;www.coursnicholas.com;Saint Aubin - Dupuy;COMPLEXE PRIVÉ;L'Etoile Toulousaine;38;Rue de l' Etoile;31000.0;Toulouse;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.60142, 1.453768
19/01/2011 15:51:21;danses artistiques;VIRE ET VOLTE;3125798.0;88049.0;31555541.0;;;www.virevolte.fr;Les Pradettes;GROUPE SCOL FERDINAND LESSEPS;GYMNASE DES PRADETTES;6;Rue Ferdinand de Lesseps;31100.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.578802, 1.383944
05/09/2013 15:48:43;MODERN JAZZ;ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN;;;;;;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.604268, 1.441019
05/09/2013 15:39:07;gymnastique volontaire;ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN;;;;;;;Montaudran Lespinet;Nouveau Complexe Municipal;Centre d'animation Montaudran;3;Impasse Gaston Genin;31400.0;TOULOUSE;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.573964, 1.48466
23/02/2011 16:18:12;gymnastique volontaire;ASEAT;;;31038.0;;;www.aseat.fr;Juncasse - Argoulets;Complexe ASEAT;Installations CEAT;;Rue d' Oran;31500.0;TOULOUSE;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non;43.615771, 1.470962
04/10/2011 17:20:55;gymnastique volontaire;Association Sportive et Culturelle Midi-Pyrénées;;;;;;;Pont des Demoiselles;COMPLEXE PRIVÉ;Caserne Courrèges;202;Avenue Jean Rieux;;Toulouse;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;
02/04/2009 15:22:52;gymnastique volontaire;BALMA SAINT EXUPERY 31;;;;;;www.bse31.com;Pont des Demoiselles;COMPLEXE PRIVÉ;Balma Saint-Exupéry 31;52;Avenue Antoine de Saint Exupéry;31400.0;Toulouse;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.583177, 1.471575
03/04/2012 10:37:38;gymnastique volontaire;PRADETTES - gymnastique volontaire;W313002804;31AS561;31108.0;;;gv.pradettes.free.fr;Les Pradettes;GROUPE SCOL FERDINAND LESSEPS;GYMNASE DES PRADETTES;6;Rue Ferdinand de Lesseps;31100.0;TOULOUSE;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;43.578802, 1.383944
12/05/2011 16:57:52;POLO;CAPITOLE POLO;;;;;;www.francepolo.com;;;;;;;;Non;Non;Oui;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
18/01/2011 17:04:03;escrime;TAC section ESCRIME;331283.0;31AS998;278.0;;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
18/01/2011 16:17:41;plongée;CLUB SUBAQUATIQUE TOULOUSAIN;3969.0;31S25;831022.0;;;csat.free.fr;;Extérieurs de Toulouse;Port de Banyuls sur Mer;;;;A Banyuls sur Mer;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
04/10/2011 17:35:29;plongée;CORAIL CLUB;;;8310425.0;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.604268, 1.441019
04/10/2011 17:26:56;plongée;FREESCALE AS PLONGEE;;;8310086.0;Freescale SAS;;;;;;;;;;Non;Non;Non;Non;Non;Oui;Non;Non;Non;43.604268, 1.441019
04/10/2011 17:37:04;plongée;SALSA PLONGEE;3/11114;03109ET0013;8310139.0;;;;Ramier;PARC DES SPORTS;PISCINE NAKACHE;7;Allée Gabriel Biénès;31400.0;TOULOUSE;Non;Non;Non;Non;Non;Oui;Non;Non;Non;
21/01/2009 15:15:31;FOOTBALL;A S MACCABI TOULOUSE;;;527213.0;;section football;www.maccabitoulouse.com;Pont des Demoiselles;STADE PHILIPPE STRUXIANO;STADE PHILIPPE STRUXIANO;114;Avenue de Lespinet;31400.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.59651, 1.441252
18/01/2011 14:13:59;FOOTBALL;ASSOCIATION SPORTIVE DES IZARDS;;;;;;;Les Izards;STADE GEORGES RIGAL;STADE GEORGES RIGAL;2;Rue Raphaël;31200.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.642774, 1.440821
09/10/2007 10:43:38;FOOTBALL;ASVEC Toulouse Mirail;;;;BP 1373;;;Reynerie;ENSEMBLE SPORT EDUCAT REYNERIE;COSEC REYNERIE;7;Cheminement Jean-François Lesueur;31100.0;TOULOUSE;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;
20/01/2011 14:36:20;FOOTBALL;BALMA SPORTING CLUB;;;517037.0;;;www.balmafoot.com;;;;;;;;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;43.609568, 1.497847
10/03/2011 15:44:25;FOOTBALL;ETOILE SPORTIVE SAINT SIMON;;;506204.0;;Club House;www.saintsimonfoot.fr;Zones d'activités sud;DOMAINE DE CANDIE;TERRAIN DE SPORT SAUDRUNE;21;Chemin de la Saudrune;31100.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.54219, 1.389883
28/02/2011 15:13:44;FOOTBALL;JEUNESSE SPORTIVE DES PRADETTES;;;547206.0;;;www.jstpradettes.com;;ZONE DE LOISIRS DE LA MOUNEDE;TERRAIN ANNEXE ENGAZONNE LA MOUNEDE;;;31100.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.604268, 1.441019
18/01/2011 13:56:16;FOOTBALL;JUVENTUS DE PAPUS;;;548099.0;;Stade des Merlettes;;Papus;GROUPE SCOLAIRE JACQUIER;TERRAIN DE SPORT MERLETTES;64;Allée de Guyenne;31100.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.57593, 1.412878
27/02/2009 17:23:25;FOOTBALL;TAC section FOOTBALL;;;506018.0;;;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;43.583911, 1.342531
23/02/2011 14:57:04;FOOTBALL;TFC - Toulouse Football Club;7390.0;31AS88;524391.0;B.P.54023;;www.tfc.info;Ramier;PARC DES SPORTS;STADIUM;5;Allée Gabriel Biénès;31400.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;
10/03/2011 14:49:16;FOOTBALL;TOULOUSE EMPALOT FOOTBALL CLUB;;;545892.0;;;;Empalot;ENSEMBLE ANDRE DASTE;STADE CORBARIEU;2;Avenue de Lattre de Tassigny;31400.0;TOULOUSE;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;43.579532, 1.43726
13/02/2009 16:59:26;FOOTBALL;TOULOUSE RANGUEIL FOOTBALL CLUB;;;537945.0;;Bât A;www.trfc.free.fr;Rangueil - CHR - Facultés;ZONE VERTE DE PECH DAVID;TERRAIN DE SPORT SORDELOT;;Chemin des côtes de Pech David;31400.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.589766, 1.415235
18/01/2011 15:48:47;FOOTBALL;TOULOUSE SAINT JO;;;544815.0;;;www.toulousestjofooball.eu;;ENSEMBLE GRANDE PLAINE;TERRAIN DE FOOTBALL STABILISE GRANDE PLAINE;;;31500.0;TOULOUSE;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
23/02/2011 15:00:41;football féminin;TFC - Toulouse Football Club;7390.0;31AS88;524391.0;;;www.tfc.info;;ZONE DE LA RAMEE;TERRAIN 1 LA RAMEE;;;31170.0;TOURNEFEUILLE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.604268, 1.441019
07/10/2011 15:34:10;golf;ASPTT section GOLF;;;914.0;;;www.toulouse.asptt.com;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;43.604268, 1.441019
10/03/2011 15:32:09;gymnastique acrobatique;COQUELICOT TOULOUSE GYM;;;20031012.0;;centre sportif Léo Lagrange;www.ctgym.fr;Ramier;PARC DES SPORTS;SALLE DE SPORTS PARC DES SPORTS;7;Allée Gabriel Biénès;31400.0;TOULOUSE;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.60593, 1.453138
09/02/2011 14:46:22;gymnastique artistique;AVENIR ETIENNE BILLIERES;W313003512;31AS98;20031017.0;;;shirka2@free.fr;Fontaine Lestang;SALLE CHRISTINE RUMEAU;SALLE CHRISTINE RUMEAU;;Rue des Turres;;TOULOUSE;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.557832, 1.259208
10/03/2011 15:33:22;TRAMPOLINE;COQUELICOT TOULOUSE GYM;;;20031012.0;;centre sportif Léo Lagrange;www.ctgym.fr;Sauzelong - Rangueil;ENSEMBLE RANGUEIL;COSEC RANGUEIL;27;Chemin du Canal;31400.0;TOULOUSE;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;43.594967, 1.444373
28/02/2011 16:46:22;MUSCULATION - HALTEROPHILIE;JUDO OLYMPIA GYM;;31AS977;;;;olympiagym.free.fr;Matabiau;COMPLEXE PRIVÉ;Judo Olympia Gym;9;Rue Caffarelli;31000.0;Toulouse;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.608465, 1.450373
26/09/2007 10:48:01;handball;ASVEC Toulouse Mirail;;;;B.P. 1373;;;Bellefontaine;ALBAN MINVILLE;GYMNASE ALBAN MINVILLE;63;Allée de Bellefontaine;31100.0;TOULOUSE;Non;Non;Oui;Non;Non;Non;Non;Non;Non;43.563717, 1.403633
26/09/2007 10:48:01;handball;ASVEC Toulouse Mirail;;;;B.P. 1373;;;Bellefontaine;ENSEMBLE VALMY BELLEFONTAINE;GYMNASE VALMY;;Cheminement Guillaume et Joseph Bouton;31100.0;TOULOUSE;Non;Non;Oui;Non;Non;Non;Non;Non;Non;43.559134, 1.398651
21/01/2009 16:27:25;handball;TOULOUSE FEMININ HANDBALL;;;2431066.0;;;www.tfhb.org;Juncasse - Argoulets;LES ARGOULETS;GYMNASE DES ARGOULETS;52;Rue Dinetard;31500.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.614806, 1.478052
04/10/2007 16:08:31;CYCLISME SUR ROUTE;TOULOUSE VELO CLUB;;;;;;toulouseveloclub.free.fr;;Extérieurs de Toulouse;Région Midi-Pyrénées;;;;En région Midi-Pyrénées;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.693241, 1.432396
14/02/2011 15:32:18;DANSE ADAPTEE;FAUVAL DANSE;W313007746;31/35;;;;fauvaldanse.fr;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;Non;43.656176, 1.484231
20/01/2011 14:22:41;handbike;ASMTH HANDICAP DEFI - Association Sportive Muret Toulouse Handisport;W311001621;31AS479;140311220.0;;;www.handicapdefi.com;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;Non;43.604268, 1.441019
05/01/2009 12:26:38;JUDO ADAPTE;DOJOTONIC;;;5015312680.0;;;www.dojotonic.com;Les Chalets;COMPLEXE PRIVÉ;Espace Tonic;28;Boulevard Matabiau;31000.0;TOULOUSE;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;43.61494, 1.444684
30/03/2011 11:30:03;JUDO ADAPTE;JUDO CLUB LANGUEDOCIEN;;;;;;www.judojcltoulouse.free.fr;Minimes;GROUPE SCOLAIRE F ESTEBE;GYMNASE FREDERIC ESTEBE;59;Rue du Général Bourbaki;31200.0;TOULOUSE;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;
18/01/2011 16:48:31;JUDO ADAPTE;JUDO TOULOUSE CROIX DAURADE;3/06729;31AS698;5015311470.0;;;jtcd.free.fr;Croix Daurade;;SALLE D'ARTS MARTIAUX COMPLEXE SPORTIF FERNAND SASTRE;3;Rue Hubert Monloup;31200.0;TOULOUSE;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.637216, 1.453581
12/05/2009 16:23:06;JUDO ADAPTE;L'UNION DES ARTS;W313000506;31AS646;;;;www.uniondesarts.com;Guilheméry;COMPLEXE PRIVÉ;L'Union des Arts;8;Rue Clément;31500.0;Toulouse;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.605744, 1.465466
13/07/2010 09:23:19;JUDO ADAPTE;SPORT ATHLETIQUE AUTERIVAIN - JUDO ADAPTE;W311000258;310200.0;;;;judoauterive-forumpro.fr;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;Non;43.350074, 1.473788
19/01/2011 16:23:56;JUDO ADAPTE;TOULOUSE JUDO;W313013163;31AS1316;5015313340.0;2ème étage - bureau 207;;www.toulousejudo.com;Lardenne;ECOLE MIXTE 1 DE LARDENNE;Gymnase de Lardenne;20;Chemin de Rocamadour;31100.0;Toulouse;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.606579, 1.451622
18/06/2012 10:47:06;NATATION;TOAC NATATION;;8849.0;240310052.0;;;www.toacnatation.org;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;Non;43.604268, 1.441019
03/10/2007 10:24:55;JUDO;TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT;;;;;;;Sept Deniers;Complexe du TOAC;Fronton du TOAC;20;Chemin de Garric;31200.0;TOULOUSE;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;43.620162, 1.408135
28/02/2011 16:46:53;JUDO ADAPTE;JUDO OLYMPIA GYM;;31AS977;;;;olympiagym.free.fr;Matabiau;COMPLEXE PRIVÉ;Judo Olympia Gym;9;Rue Caffarelli;31000.0;Toulouse;Non;Non;Non;Non;Non;Non;Non;Oui;Non;43.608465, 1.450373
16/06/2010 12:39:00;karaté;ARTS MARTIAUX TOULOUSE MIRAIL;;;310059.0;;chez M. GANOT;www.amtm-toulouse-karate.fr;Bonnefoy;Nouveau Complexe Municipal;Espace Bonnefoy;4;Rue du Faubourg Bonnefoy;31500.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;43.620741, 1.457516
21/01/2011 17:30:31;karaté;KARATE CLUB LEO LAGRANGE;W313014892;03107ET0102;310015.0;cedex 5302;chez M. Georges DELPORTO;;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;GYMNASE LEO LAGRANGE;54;Rue des Sept Troubadours;31000.0;TOULOUSE;Non;Non;Non;Non;Oui;Oui;Oui;Non;Oui;43.679622, 1.522447
12/05/2009 16:24:58;karaté;L'UNION DES ARTS;W313000506;31AS646;310108.0;;;www.uniondesarts.com;Guilheméry;COMPLEXE PRIVÉ;L'Union des Arts;8;Rue Clément;31500.0;Toulouse;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.605744, 1.465466
21/08/2008 15:11:42;karaté;RDAM - Recherche et Dévéloppement en Art Martial;W 313000 596;;310689.0;;;www.monkarate.com;;;;;;;;Non;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
02/04/2009 16:19:14;kung-Fu;ECOLE LONG TAO;31938.0;31AS1312;113.0;;;www.longtao;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.609568, 1.497847
14/04/2009 16:14:12;kung-Fu;SHAOLIN;314014.0;31AS799;;;;;Marengo Jolimont;COMPLEXE PRIVÉ;Complexe Shaolin;9;Rue du Général Jean Compans;31500.0;Toulouse;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;
21/01/2011 10:05:59;NIHON TAI-JITSU;BALMA SAINT EXUPERY 31;;;310029.0;;;www.bse31.com;Pont des Demoiselles;COMPLEXE PRIVÉ;Balma Saint-Exupéry 31;52;Avenue Antoine de Saint Exupéry;31400.0;Toulouse;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.583177, 1.471575
20/01/2011 14:01:44;Karting handisport;ASMTH HANDICAP DEFI - Association Sportive Muret Toulouse Handisport;W311001621;31AS479;140311220.0;;;www.handicapdefi.com;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Oui;Non;43.604268, 1.441019
09/07/2013 11:29:28;KINOMICHI METHODE NORO;ESPACE KINOMICHI;W313013799;;;;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
03/10/2007 09:47:50;lutte;TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT;;;;;;;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;GYMNASE LEO LAGRANGE;54;Rue des Sept Troubadours;31000.0;TOULOUSE;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.616682, 1.414639
08/10/2007 15:45:43;lutte;TUC OMNISPORTS- Toulouse Université Club;;;;;;www.artlutteexpression.fr;Ramier;Stade Universitaire Daniel Faucher;Stade Universitaire Daniel Faucher;;Allée du Professeur Camille Soula;31400.0;Toulouse;Non;Non;Non;Non;Non;Oui;Non;Non;Non;43.580038, 1.435198
19/09/2007 15:28:07;ALPINISME;TEC - Toulouse Electrogaz Club;;;;BP 7049;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Oui;Non;
02/02/2011 14:56:11;CANYONISME;GROUPE SPELEOLOGIQUE DES PYRENEES;;31AS73;;;;gspy-club.fr;;Extérieurs de Toulouse;Les Pyrénées;;;;Dans les Pyrénées;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;43.480833, 1.430772
07/10/2011 17:07:37;ESCALADE;ASPTT GRAND TOULOUSE OMNISPORT;;;;;;www.toulouse.asptt.com;;Complexe ASPTT;Stade Charles Boutonnet;;;31770.0;Colomiers;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
15/02/2011 17:09:07;ESCALADE;ASSOCIATION PYRENEES CLUB;W313004198;31AS105;;;;www.pyrenees-club.asso.fr;;Extérieurs de Toulouse;Les Pyrénées;;;;Dans les Pyrénées;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
21/01/2009 17:21:12;ESCALADE;PYRENE;W313003288;31AS1319;31055.0;;;www.ffme.fr/club/structure.php?id=228;Mirail Université;COSEC MIRAIL;COSEC DU MIRAIL;6;Rue Ferdinand Laulanie;31100.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.601483, 1.467433
31/03/2009 11:19:37;Raquette à neige;CLUB ALPIN FRANCAIS DE TOULOUSE;;;3100.0;;;caftoulouse.free.fr;;Extérieurs de Toulouse;Les Pyrénées;;;;Dans les Pyrénées;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.604268, 1.441019
13/02/2009 17:26:42;BOXE THAILANDAISE / MUAY THAI;THAI BOXING CLUB;326285.0;03102ET0220;300133.0;Appt 14;;www.tbctoulouse.com;Sauzelong - Rangueil;ENSEMBLE RANGUEIL;COSEC RANGUEIL;27;Chemin du Canal;31400.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;Oui;43.572931, 1.463274
02/08/2007 11:43:50;AQUAGYM;TAC - Toulouse Athlétic Club;;;240310335.0;;;;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;PISCINE LEO LAGRANGE;4;Place Pierre-Paul Riquet;31000.0;TOULOUSE;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.633748, 1.44783
18/06/2012 10:45:42;AQUAGYM;TOAC NATATION;;8849.0;240310052.0;;;www.toacnatation.org;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
21/01/2011 15:58:29;NATATION;LES DAUPHINS DU TOEC;;;2131389.0;;Complexe Sportif Léo Lagrange;www.lesdauphinsdutoec.com;Ramier;PARC DES SPORTS;PISCINE NAKACHE;7;Allée Gabriel Biénès;31400.0;TOULOUSE;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.60593, 1.453138
21/01/2011 15:58:29;NATATION;LES DAUPHINS DU TOEC;;;2131389.0;;Complexe Sportif Léo Lagrange;www.lesdauphinsdutoec.com;Ramier;PARC DES SPORTS;PISCINE SPORTIVE CASTEX;7;Allée Gabriel Biénès;31400.0;TOULOUSE;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.60593, 1.453138
16/02/2011 16:26:16;NATATION SYNCHRONISEE;TOULOUSE NAT SYNCHRO;W313004565;31AS286;2400314133.0;;Complexe Sportif Léo Lagrange;www.toulouse-natsynchro.fr;Saint Michel;ENSEMBLE BERTHELOT CALAS;PISCINE ROGER PRADIE;46;Rue des Saules;31400.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.607986, 1.438383
04/12/2009 17:12:26;OMNISPORT;FOYER ETIENNE BILLIERES;;;;;;perso.orange.fr/fep.etiennebillieres;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.604268, 1.441019
10/03/2011 14:30:13;pelote basque;STADE TOULOUSAIN PELOTE;;;676.0;;;;Ramier;PARC DES SPORTS;PELOTE BASQUE PARC DES SPORTS;3;Allée Gabriel Biénès;31400.0;TOULOUSE;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.583959, 1.436448
04/10/2011 17:39:50;pelote basque;TAC section PELOTE BASQUE;;;;;;;Juncasse - Argoulets;LES ARGOULETS;PELOTE BASQUE ARGOULETS;54;Rue Dinetard;31500.0;TOULOUSE;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.577522, 1.455107
04/10/2011 17:39:50;pelote basque;TAC section PELOTE BASQUE;;;;;;;Ramier;PARC DES SPORTS;PELOTE BASQUE PARC DES SPORTS;3;Allée Gabriel Biénès;31400.0;TOULOUSE;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.583959, 1.436448
21/01/2011 17:27:47;pétanque;AMICALE SPORTIVE DES RAMIERS;;;85237.0;;Maison de Quartier;augusteriff@gmail.fr;La Fourguette;Nouveau Complexe Municipal;Centre de loisirs Gironis;35;Rue de Gironis;;TOULOUSE;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.564802, 1.414267
09/12/2011 17:18:44;pétanque;BOULE IZARDS CLUB;;;116.0;;;;Les Izards;ENSEMBLE LAZARET DE LALANDE;BOULODROME COUVERT DES IZARDS;13;Rue des Chamois;31200.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.638693, 1.443171
15/12/2011 12:05:02;pétanque;BOULING CLUB SPORTIF DE ROGUET;;;114.0;;;joseroguet@orange.fr;Patte d'Oie;Boulodrome Roguet;Boulodrome Roguet;;Rue de Gascogne;31300.0;Toulouse;Non;Non;Non;Non;Non;Oui;Oui;Oui;Non;43.596346, 1.427446
